Time,ECG_1,ECG_2
0.003,-0.15,0.2
0.006,-0.15,0.2
0.008,-0.15,0.2
0.011,-0.15,0.2
0.014,-0.15,0.2
0.017,-0.15,0.2
0.019,-0.15,0.2
0.022,-0.145,0.2
0.025,-0.135,0.215
0.028,-0.11,0.235
0.031,-0.08,0.24
0.033,-0.04,0.24
0.036,0,0.245
0.039,0.125,0.265
0.042,0.485,0.335
0.044,0.925,0.46
0.047,0.985,0.775
0.05,0.625,1.03
0.053,0.25,0.935
0.056,0.095,0.665
0.058,0.1,0.485
0.061,0.12,0.445
0.064,0.11,0.425
0.067,0.08,0.395
0.069,0.05,0.355
0.072,0.04,0.335
0.075,0.035,0.33
0.078,0.045,0.335
0.081,0.06,0.3
0.083,0.06,0.305
0.086,0.045,0.26
0.089,0.015,0.235
0.092,0.01,0.21
0.094,0,0.195
0.097,0,0.165
0.1,-0.02,0.165
0.103,-0.035,0.135
0.106,-0.065,0.115
0.108,-0.075,0.11
0.111,-0.11,0.11
0.114,-0.145,0.105
0.117,-0.18,0.085
0.119,-0.225,0.065
0.122,-0.27,0.035
0.125,-0.31,0.04
0.128,-0.38,0.03
0.131,-0.455,0.02
0.133,-0.51,-0.005
0.136,-0.565,-0.02
0.139,-0.62,-0.04
0.142,-0.665,-0.03
0.144,-0.705,-0.035
0.147,-0.75,-0.045
0.15,-0.79,-0.07
0.153,-0.83,-0.105
0.156,-0.86,-0.15
0.158,-0.88,-0.18
0.161,-0.885,-0.22
0.164,-0.9,-0.255
0.167,-0.9,-0.3
0.169,-0.895,-0.33
0.172,-0.885,-0.345
0.175,-0.87,-0.37
0.178,-0.855,-0.385
0.181,-0.845,-0.405
0.183,-0.825,-0.435
0.186,-0.82,-0.475
0.189,-0.8,-0.48
0.192,-0.77,-0.5
0.194,-0.72,-0.51
0.197,-0.655,-0.535
0.2,-0.61,-0.565
0.203,-0.58,-0.58
0.206,-0.55,-0.565
0.208,-0.49,-0.53
0.211,-0.445,-0.485
0.214,-0.38,-0.445
0.217,-0.345,-0.4
0.219,-0.31,-0.36
0.222,-0.3,-0.305
0.225,-0.27,-0.245
0.228,-0.235,-0.18
0.231,-0.225,-0.125
0.233,-0.215,-0.085
0.236,-0.22,-0.055
0.239,-0.225,-0.015
0.242,-0.22,0.02
0.244,-0.21,0.055
0.247,-0.2,0.085
0.25,-0.18,0.095
0.253,-0.19,0.095
0.256,-0.205,0.095
0.258,-0.205,0.11
0.261,-0.21,0.145
0.264,-0.205,0.155
0.267,-0.2,0.175
0.269,-0.2,0.185
0.272,-0.19,0.215
0.275,-0.175,0.245
0.278,-0.165,0.275
0.281,-0.13,0.295
0.283,-0.145,0.31
0.286,-0.125,0.315
0.289,-0.13,0.32
0.292,-0.115,0.335
0.294,-0.095,0.35
0.297,-0.085,0.345
0.3,-0.08,0.34
0.303,-0.08,0.335
0.306,-0.085,0.33
0.308,-0.075,0.345
0.311,-0.065,0.365
0.314,-0.05,0.36
0.317,-0.045,0.365
0.319,-0.05,0.35
0.322,-0.05,0.35
0.325,-0.045,0.36
0.328,-0.035,0.37
0.331,-0.015,0.385
0.333,-0.02,0.38
0.336,-0.035,0.375
0.339,-0.025,0.365
0.342,-0.03,0.37
0.344,-0.01,0.39
0.347,-0.01,0.39
0.35,0.005,0.395
0.353,-0.005,0.395
0.356,-0.005,0.385
0.358,-0.005,0.4
0.361,0.01,0.415
0.364,0.02,0.415
0.367,0.025,0.42
0.369,0.02,0.41
0.372,0.015,0.41
0.375,0.02,0.43
0.378,0.035,0.435
0.381,0.05,0.44
0.383,0.04,0.44
0.386,0.045,0.44
0.389,0.04,0.43
0.392,0.035,0.445
0.394,0.055,0.465
0.397,0.065,0.47
0.4,0.06,0.465
0.403,0.055,0.465
0.406,0.055,0.465
0.408,0.065,0.47
0.411,0.08,0.49
0.414,0.07,0.495
0.417,0.09,0.5
0.419,0.08,0.485
0.422,0.07,0.49
0.425,0.075,0.505
0.428,0.085,0.52
0.431,0.1,0.52
0.433,0.095,0.52
0.436,0.09,0.52
0.439,0.08,0.515
0.442,0.08,0.53
0.444,0.095,0.535
0.447,0.095,0.55
0.45,0.09,0.545
0.453,0.09,0.535
0.456,0.09,0.535
0.458,0.09,0.54
0.461,0.075,0.545
0.464,0.085,0.56
0.467,0.105,0.535
0.469,0.08,0.54
0.472,0.065,0.52
0.475,0.065,0.525
0.478,0.07,0.525
0.481,0.075,0.535
0.483,0.065,0.52
0.486,0.055,0.51
0.489,0.035,0.5
0.492,0.035,0.505
0.494,0.035,0.515
0.497,0.035,0.495
0.5,0.025,0.485
0.503,0.01,0.465
0.506,0,0.455
0.508,-0.02,0.465
0.511,-0.01,0.465
0.514,-0.015,0.47
0.517,-0.02,0.45
0.519,-0.05,0.44
0.522,-0.06,0.43
0.525,-0.06,0.425
0.528,-0.065,0.425
0.531,-0.065,0.42
0.533,-0.08,0.4
0.536,-0.095,0.38
0.539,-0.1,0.37
0.542,-0.095,0.375
0.544,-0.1,0.38
0.547,-0.09,0.375
0.55,-0.1,0.365
0.553,-0.11,0.345
0.556,-0.135,0.34
0.558,-0.135,0.33
0.561,-0.125,0.335
0.564,-0.12,0.33
0.567,-0.115,0.33
0.569,-0.135,0.31
0.572,-0.15,0.3
0.575,-0.145,0.295
0.578,-0.145,0.3
0.581,-0.135,0.305
0.583,-0.135,0.295
0.586,-0.145,0.29
0.589,-0.155,0.28
0.592,-0.15,0.285
0.594,-0.14,0.295
0.597,-0.14,0.29
0.6,-0.145,0.28
0.603,-0.15,0.28
0.606,-0.15,0.27
0.608,-0.17,0.29
0.611,-0.155,0.275
0.614,-0.145,0.285
0.617,-0.135,0.265
0.619,-0.15,0.275
0.622,-0.16,0.265
0.625,-0.155,0.275
0.628,-0.16,0.29
0.631,-0.135,0.275
0.633,-0.145,0.265
0.636,-0.15,0.26
0.639,-0.165,0.26
0.642,-0.155,0.26
0.644,-0.14,0.275
0.647,-0.135,0.27
0.65,-0.155,0.255
0.653,-0.15,0.26
0.656,-0.165,0.255
0.658,-0.165,0.25
0.661,-0.16,0.265
0.664,-0.15,0.27
0.667,-0.15,0.265
0.669,-0.15,0.245
0.672,-0.15,0.25
0.675,-0.175,0.255
0.678,-0.165,0.265
0.681,-0.155,0.265
0.683,-0.16,0.265
0.686,-0.17,0.265
0.689,-0.175,0.255
0.692,-0.185,0.255
0.694,-0.16,0.275
0.697,-0.16,0.265
0.7,-0.165,0.26
0.703,-0.18,0.25
0.706,-0.19,0.25
0.708,-0.195,0.255
0.711,-0.18,0.265
0.714,-0.18,0.26
0.717,-0.185,0.25
0.719,-0.195,0.245
0.722,-0.21,0.23
0.725,-0.205,0.245
0.728,-0.2,0.26
0.731,-0.2,0.245
0.733,-0.205,0.24
0.736,-0.22,0.225
0.739,-0.24,0.23
0.742,-0.23,0.235
0.744,-0.22,0.24
0.747,-0.215,0.24
0.75,-0.225,0.24
0.753,-0.225,0.23
0.756,-0.245,0.22
0.758,-0.235,0.23
0.761,-0.23,0.23
0.764,-0.215,0.225
0.767,-0.215,0.235
0.769,-0.235,0.205
0.772,-0.245,0.21
0.775,-0.235,0.22
0.778,-0.23,0.225
0.781,-0.225,0.225
0.783,-0.235,0.23
0.786,-0.25,0.21
0.789,-0.26,0.205
0.792,-0.25,0.215
0.794,-0.245,0.215
0.797,-0.23,0.235
0.8,-0.245,0.21
0.803,-0.25,0.205
0.806,-0.25,0.195
0.808,-0.255,0.215
0.811,-0.25,0.22
0.814,-0.245,0.22
0.817,-0.26,0.2
0.819,-0.25,0.2
0.822,-0.28,0.205
0.825,-0.26,0.21
0.828,-0.255,0.215
0.831,-0.255,0.22
0.833,-0.255,0.22
0.836,-0.25,0.215
0.839,-0.27,0.195
0.842,-0.26,0.215
0.844,-0.255,0.225
0.847,-0.24,0.225
0.85,-0.235,0.22
0.853,-0.23,0.215
0.856,-0.21,0.215
0.858,-0.205,0.23
0.861,-0.135,0.245
0.864,-0.04,0.275
0.867,0.205,0.315
0.869,0.63,0.415
0.872,0.845,0.695
0.875,0.63,1
0.878,0.26,0.98
0.881,0.06,0.71
0.883,0.045,0.495
0.886,0.05,0.42
0.889,0.03,0.415
0.892,0.005,0.41
0.894,-0.01,0.38
0.897,-0.04,0.37
0.9,-0.035,0.365
0.903,-0.04,0.34
0.906,-0.05,0.32
0.908,-0.045,0.32
0.911,-0.06,0.31
0.914,-0.055,0.28
0.917,-0.07,0.255
0.919,-0.09,0.21
0.922,-0.115,0.2
0.925,-0.12,0.185
0.928,-0.13,0.19
0.931,-0.135,0.16
0.933,-0.17,0.145
0.936,-0.22,0.12
0.939,-0.265,0.105
0.942,-0.3,0.09
0.944,-0.33,0.08
0.947,-0.35,0.045
0.95,-0.4,0.03
0.953,-0.465,0
0.956,-0.565,-0.015
0.958,-0.63,-0.025
0.961,-0.67,-0.045
0.964,-0.71,-0.04
0.967,-0.75,-0.055
0.969,-0.81,-0.085
0.972,-0.87,-0.11
0.975,-0.905,-0.13
0.978,-0.92,-0.15
0.981,-0.925,-0.195
0.983,-0.93,-0.26
0.986,-0.935,-0.295
0.989,-0.945,-0.335
0.992,-0.935,-0.34
0.994,-0.915,-0.355
0.997,-0.905,-0.395
1,0.377564654,-0.44
1.003,0.278629651,-0.47
1.006,-0.336892429,-0.51
1.008,-0.281417378,-0.525
1.011,0.306360706,-0.545
1.014,-0.1077345,-0.58
1.017,0.177115662,-0.625
1.019,0.463855254,-0.65
1.022,0.055294428,-0.67
1.025,-0.402373999,-0.635
1.028,-0.193722731,-0.6
1.031,-0.49184486,-0.57
1.033,0.407709728,-0.535
1.036,0.122925153,-0.505
1.039,0.0923248,-0.445
1.042,-0.447849902,-0.38
1.044,-0.035912407,-0.33
1.047,-0.373975601,-0.27
1.05,-0.425014752,-0.225
1.053,-0.345466654,-0.18
1.056,-0.017236348,-0.15
1.058,-0.234344687,-0.1
1.061,0.289463137,-0.065
1.064,0.161848221,-0.04
1.067,-0.118048602,-0.005
1.069,0.261300011,-0.01
1.072,-0.043319834,0.005
1.075,0.108177139,0.03
1.078,0.311357838,0.055
1.081,0.248178871,0.08
1.083,-0.490285523,0.085
1.086,0.269256431,0.09
1.089,0.178249514,0.12
1.092,-0.323633924,0.145
1.094,-0.495149954,0.18
1.097,0.044470153,0.21
1.1,-0.2,0.22
1.103,-0.2,0.23
1.106,-0.2,0.25
1.108,-0.185,0.28
1.111,-0.175,0.305
1.114,-0.155,0.305
1.117,-0.16,0.305
1.119,-0.145,0.315
1.122,-0.15,0.3
1.125,-0.145,0.31
1.128,-0.135,0.32
1.131,-0.13,0.325
1.133,-0.125,0.335
1.136,-0.125,0.325
1.139,-0.135,0.32
1.142,-0.125,0.325
1.144,-0.12,0.345
1.147,-0.105,0.345
1.15,-0.105,0.345
1.153,-0.11,0.335
1.156,-0.115,0.335
1.158,-0.11,0.355
1.161,-0.095,0.375
1.164,-0.09,0.37
1.167,-0.09,0.375
1.169,-0.09,0.365
1.172,-0.095,0.37
1.175,-0.1,0.37
1.178,-0.085,0.38
1.181,-0.065,0.39
1.183,-0.07,0.385
1.186,-0.095,0.38
1.189,-0.08,0.385
1.192,-0.085,0.395
1.194,-0.08,0.41
1.197,-0.06,0.405
1.2,-0.05,0.405
1.203,-0.07,0.4
1.206,-0.07,0.405
1.208,-0.07,0.42
1.211,-0.06,0.43
1.214,-0.045,0.44
1.217,-0.055,0.435
1.219,-0.055,0.435
1.222,-0.055,0.435
1.225,-0.05,0.46
1.228,-0.045,0.465
1.231,-0.025,0.47
1.233,-0.03,0.475
1.236,-0.03,0.465
1.239,-0.05,0.475
1.242,-0.04,0.485
1.244,-0.03,0.5
1.247,-0.005,0.505
1.25,0,0.505
1.253,-0.005,0.5
1.256,-0.02,0.5
1.258,-0.015,0.515
1.261,0,0.525
1.264,0.01,0.525
1.267,0.005,0.525
1.269,0.01,0.525
1.272,0,0.52
1.275,-0.005,0.535
1.278,0.015,0.54
1.281,0.015,0.55
1.283,0.015,0.545
1.286,0.005,0.54
1.289,0,0.535
1.292,-0.005,0.54
1.294,-0.005,0.54
1.297,0.005,0.54
1.3,0,0.53
1.303,-0.015,0.52
1.306,-0.03,0.51
1.308,-0.035,0.515
1.311,-0.035,0.52
1.314,-0.035,0.505
1.317,-0.04,0.5
1.319,-0.06,0.48
1.322,-0.08,0.47
1.325,-0.08,0.47
1.328,-0.08,0.47
1.331,-0.075,0.46
1.333,-0.09,0.455
1.336,-0.1,0.435
1.339,-0.12,0.425
1.342,-0.12,0.415
1.344,-0.115,0.415
1.347,-0.115,0.41
1.35,-0.125,0.39
1.353,-0.145,0.375
1.356,-0.16,0.355
1.358,-0.16,0.365
1.361,-0.15,0.37
1.364,-0.16,0.355
1.367,-0.155,0.355
1.369,-0.17,0.335
1.372,-0.175,0.315
1.375,-0.175,0.315
1.378,-0.18,0.335
1.381,-0.175,0.33
1.383,-0.175,0.315
1.386,-0.185,0.295
1.389,-0.2,0.29
1.392,-0.21,0.3
1.394,-0.19,0.305
1.397,-0.19,0.305
1.4,-0.19,0.295
1.403,-0.195,0.28
1.406,-0.215,0.26
1.408,-0.215,0.28
1.411,-0.2,0.275
1.414,-0.195,0.275
1.417,-0.205,0.28
1.419,-0.22,0.25
1.422,-0.235,0.24
1.425,-0.22,0.265
1.428,-0.215,0.27
1.431,-0.205,0.27
1.433,-0.21,0.25
1.436,-0.225,0.24
1.439,-0.235,0.225
1.442,-0.24,0.26
1.444,-0.23,0.26
1.447,-0.225,0.27
1.45,-0.23,0.26
1.453,-0.245,0.24
1.456,-0.235,0.24
1.458,-0.245,0.245
1.461,-0.235,0.245
1.464,-0.235,0.255
1.467,-0.23,0.25
1.469,-0.24,0.235
1.472,-0.26,0.24
1.475,-0.26,0.245
1.478,-0.26,0.25
1.481,-0.25,0.25
1.483,-0.265,0.255
1.486,-0.27,0.235
1.489,-0.28,0.24
1.492,-0.265,0.235
1.494,-0.26,0.25
1.497,-0.255,0.245
1.5,-0.265,0.24
1.503,-0.275,0.23
1.506,-0.285,0.22
1.508,-0.285,0.23
1.511,-0.275,0.24
1.514,-0.265,0.23
1.517,-0.27,0.23
1.519,-0.275,0.23
1.522,-0.29,0.21
1.525,-0.285,0.23
1.528,-0.29,0.23
1.531,-0.275,0.235
1.533,-0.27,0.225
1.536,-0.285,0.2
1.539,-0.31,0.2
1.542,-0.305,0.21
1.544,-0.31,0.23
1.547,-0.295,0.21
1.55,-0.295,0.22
1.553,-0.295,0.205
1.556,-0.31,0.195
1.558,-0.305,0.195
1.561,-0.3,0.205
1.564,-0.295,0.205
1.567,-0.3,0.19
1.569,-0.315,0.19
1.572,-0.32,0.19
1.575,-0.31,0.185
1.578,-0.305,0.2
1.581,-0.305,0.19
1.583,-0.315,0.195
1.586,-0.32,0.185
1.589,-0.335,0.175
1.592,-0.325,0.185
1.594,-0.315,0.195
1.597,-0.315,0.195
1.6,-0.305,0.195
1.603,-0.315,0.185
1.606,-0.32,0.175
1.608,-0.32,0.18
1.611,-0.31,0.195
1.614,-0.31,0.19
1.617,-0.325,0.19
1.619,-0.315,0.175
1.622,-0.32,0.165
1.625,-0.32,0.185
1.628,-0.33,0.185
1.631,-0.31,0.18
1.633,-0.305,0.18
1.636,-0.32,0.17
1.639,-0.325,0.175
1.642,-0.32,0.17
1.644,-0.31,0.175
1.647,-0.305,0.18
1.65,-0.315,0.175
1.653,-0.325,0.16
1.656,-0.33,0.155
1.658,-0.32,0.175
1.661,-0.31,0.18
1.664,-0.305,0.175
1.667,-0.295,0.175
1.669,-0.295,0.17
1.672,-0.305,0.17
1.675,-0.3,0.175
1.678,-0.275,0.18
1.681,-0.27,0.185
1.683,-0.27,0.185
1.686,-0.26,0.185
1.689,-0.24,0.195
1.692,-0.165,0.2
1.694,-0.005,0.24
1.697,0.32,0.28
1.7,0.77,0.415
1.703,0.905,0.705
1.706,0.565,0.965
1.708,0.16,0.905
1.711,-0.015,0.645
1.714,-0.005,0.445
1.717,0.015,0.39
1.719,-0.025,0.365
1.722,-0.075,0.345
1.725,-0.085,0.33
1.728,-0.085,0.315
1.731,-0.08,0.305
1.733,-0.085,0.29
1.736,-0.08,0.255
1.739,-0.095,0.235
1.742,-0.105,0.21
1.744,-0.11,0.18
1.747,-0.13,0.16
1.75,-0.345443105,0.12
1.753,0.4200731,0.09
1.756,-0.366357293,0.075
1.758,0.135710133,0.065
1.761,0.094825,0.06
1.764,-0.01527329,0.03
1.767,-0.389769707,0.01
1.769,-0.261714388,-0.015
1.772,0.096770919,-0.04
1.775,-0.42540997,-0.05
1.778,-0.205876352,-0.065
1.781,-0.355785442,-0.095
1.783,-0.341998062,-0.11
1.786,0.061504575,-0.125
1.789,0.100748373,-0.145
1.792,0.43086905,-0.155
1.794,-0.299165854,-0.15
1.797,0.368459159,-0.17
1.8,0.274756892,-0.195
1.803,-0.190219327,-0.235
1.806,0.315858074,-0.29
1.808,-0.088312647,-0.325
1.811,0.352276989,-0.365
1.814,-0.136089794,-0.395
1.817,0.22254945,-0.4
1.819,-0.059381705,-0.45
1.822,0.459940868,-0.48
1.825,-0.392380146,-0.515
1.828,0.0444311,-0.545
1.831,0.359511165,-0.58
1.833,-0.127999631,-0.595
1.836,0.499374871,-0.64
1.839,-0.115969303,-0.67
1.842,0.395547024,-0.68
1.844,-0.019239947,-0.67
1.847,-0.496526692,-0.64
1.85,-0.63,-0.605
1.853,-0.585,-0.555
1.856,-0.545,-0.505
1.858,-0.495,-0.43
1.861,-0.46,-0.36
1.864,-0.425,-0.295
1.867,-0.4,-0.235
1.869,-0.385,-0.185
1.872,-0.385,-0.135
1.875,-0.375,-0.085
1.878,-0.345,-0.045
1.881,-0.335,0
1.883,-0.315,0.015
1.886,-0.31,0.03
1.889,-0.325,0.045
1.892,-0.31,0.075
1.894,-0.295,0.09
1.897,-0.285,0.11
1.9,-0.29,0.105
1.903,-0.285,0.12
1.906,-0.28,0.155
1.908,-0.27,0.19
1.911,-0.225,0.22
1.914,-0.185,0.235
1.917,-0.18,0.26
1.919,-0.175,0.27
1.922,-0.175,0.285
1.925,-0.17,0.3
1.928,-0.135,0.315
1.931,-0.11,0.305
1.933,-0.09,0.32
1.936,-0.08,0.305
1.939,-0.085,0.31
1.942,-0.06,0.325
1.944,-0.065,0.355
1.947,-0.07,0.35
1.95,-0.08,0.345
1.953,-0.095,0.33
1.956,-0.105,0.32
1.958,-0.1,0.335
1.961,-0.105,0.35
1.964,-0.09,0.355
1.967,-0.09,0.355
1.969,-0.095,0.345
1.972,-0.1,0.34
1.975,-0.1,0.345
1.978,-0.08,0.37
1.981,-0.07,0.37
